"","salary","age","elevel","car","zipcode","credit","brand","PredictedBrand"
"1017",40181.03981,51,"1",2,2,189876.4687,"1","1"
"1018",94957.46715,48,"1",5,5,53211.76257,"0","0"
"1019",121142.2956,70,"3",1,6,267059.09,"1","1"
"1020",48462.36087,54,"4",5,5,430070.6101,"1","1"
"1021",23755.23724,53,"1",14,6,218809.7884,"1","1"
"1022",109405.1722,42,"4",3,8,183113.5529,"0","0"
"1023",86840.08477,34,"3",4,4,24959.12297,"0","0"
"1024",131611.9344,21,"2",5,4,69421.59478,"1","1"
"1025",52203.32288,45,"4",13,5,186222.8735,"1","1"
"1026",99425.92361,68,"3",9,3,233327.7897,"1","1"
"1027",115610.685,38,"0",9,7,232947.5967,"1","1"
"1028",138106.1442,60,"4",13,8,404617.7151,"1","1"
"1029",100351.6944,26,"0",12,7,181510.9466,"1","1"
"1030",87577.91122,40,"3",14,7,159052.2923,"0","0"
"1031",87820.55342,50,"3",19,0,308674.3286,"0","0"
"1032",117729.8637,73,"2",12,4,282938.2883,"1","1"
"1033",45627.24106,31,"3",20,1,219248.5353,"1","1"
"1034",77861.51375,52,"0",4,0,134281.9969,"0","0"
"1035",55561.46194,77,"4",13,8,160361.4711,"0","0"
"1036",114625.0196,60,"0",4,1,56395.96955,"0","0"
"1037",127835.4321,79,"4",19,8,64301.4099,"1","1"
"1038",60884.36915,57,"2",11,0,186713.8755,"1","1"
"1039",91778.02566,53,"2",11,8,249654.4091,"0","0"
"1040",148512.2067,20,"3",18,5,468199.6715,"1","1"
"1041",94948.51885,33,"4",17,7,294766.6089,"0","0"
"1042",37580.60675,30,"1",7,0,453957.4341,"1","1"
"1043",46775.33385,80,"1",10,4,384709.1081,"0","0"
"1044",115902.4027,77,"4",16,3,20644.74188,"1","1"
"1045",143288.8959,46,"2",12,4,390017.0328,"1","1"
"1046",37225.00611,58,"3",11,6,185046.1455,"1","1"
"1047",119126.6561,54,"2",18,2,216993.7254,"0","0"
"1048",72538.55821,53,"1",11,3,57897.17345,"1","1"
"1049",128555.8761,61,"3",10,3,235366.0211,"1","1"
"1050",71718.92682,49,"1",15,4,346756.1098,"1","1"
"1051",150000,24,"4",17,0,243463.7491,"1","1"
"1052",127933.6204,50,"4",14,1,75122.39312,"1","1"
"1053",49100.96007,48,"3",19,7,312467.1401,"1","1"
"1054",30963.66682,26,"3",17,8,287736.8777,"1","1"
"1055",99588.13898,30,"3",16,6,310451.985,"1","1"
"1056",137993.3953,38,"0",12,0,455402.6855,"1","1"
"1057",101503.9078,52,"1",15,5,208177.311,"0","0"
"1058",82303.90592,77,"4",16,3,215440.1416,"1","1"
"1059",90187.51168,76,"1",19,8,288314.0387,"1","1"
"1060",29084.26573,54,"0",18,8,452618.1162,"1","1"
"1061",79639.87953,48,"0",8,5,194346.7505,"0","0"
"1062",62014.40101,62,"1",2,5,334037.3626,"0","0"
"1063",109861.9686,80,"3",14,8,90419.68501,"1","1"
"1064",133417.7525,55,"1",14,4,124897.9667,"1","1"
"1065",95625.67718,75,"4",15,3,494797.1115,"1","1"
"1066",129196.0643,65,"1",13,4,207941.9818,"1","1"
"1067",118504.8433,50,"2",2,6,5e+05,"0","0"
"1068",133456.9337,23,"3",15,6,221290.1344,"1","1"
"1069",61367.54968,80,"0",17,6,255125.1491,"0","0"
"1070",116628.9572,23,"3",1,4,458344.0213,"1","1"
"1071",112613.1242,24,"4",19,4,268041.9673,"1","1"
"1072",40049.93285,21,"1",20,0,26361.99491,"1","1"
"1073",33859.92659,59,"3",18,2,140073.4442,"1","1"
"1074",77993.30416,29,"4",6,6,310044.6567,"0","0"
"1075",113534.119,44,"4",19,3,131245.7478,"0","0"
"1076",33634.61426,76,"3",2,0,5e+05,"0","0"
"1077",42056.52671,42,"1",2,5,47694.03974,"1","1"
"1078",32535.59136,32,"2",19,5,0,"1","1"
"1079",47208.05205,54,"0",2,4,494067.5351,"1","1"
"1080",140793.6953,66,"1",15,5,476872.1836,"1","1"
"1081",128207.7602,20,"0",11,0,187118.0821,"1","1"
"1082",63873.65161,68,"2",13,5,92297.51744,"0","0"
"1083",23460.85733,57,"3",8,2,83457.14046,"1","1"
"1084",87656.03278,21,"3",11,5,262570.9145,"0","0"
"1085",77232.48652,54,"1",19,5,299162.3127,"0","0"
"1086",126407.2942,73,"3",19,5,387765.1304,"1","1"
"1087",102192.0808,22,"0",12,3,26467.91986,"1","1"
"1088",123593.0788,54,"0",13,6,314553.9991,"1","1"
"1089",105317.4742,20,"4",4,8,323528.868,"1","1"
"1090",51265.62398,24,"1",9,2,349403.0383,"0","0"
"1091",92844.17548,27,"1",16,1,233469.2903,"0","0"
"1092",122715.7448,72,"3",13,2,71425.39739,"1","1"
"1093",30662.15255,44,"4",14,4,438565.8257,"1","1"
"1094",85476.46264,62,"4",3,4,92998.02061,"1","1"
"1095",141864.5579,35,"4",4,7,67666.21388,"1","1"
"1096",49743.02149,48,"2",15,5,377391.8036,"1","1"
"1097",73620.95503,52,"4",1,8,298055.3664,"1","1"
"1098",112233.0809,66,"4",16,2,0,"1","1"
"1099",150000,48,"3",8,2,172425.1695,"1","1"
"1100",142131.3101,71,"0",7,6,67787.92815,"1","1"
"1101",100199.722,48,"2",15,5,351770.3413,"0","0"
"1102",36530.5221,46,"3",14,5,87237.39158,"1","1"
"1103",120447.1774,36,"3",15,3,339778.9868,"1","1"
"1104",105912.3464,49,"3",17,3,335366.2559,"0","0"
"1105",50190.24402,24,"4",18,0,234954.6854,"1","1"
"1106",105461.3206,62,"3",15,3,399495.9811,"1","1"
"1107",68273.34285,38,"4",14,7,133000.1418,"0","0"
"1108",121738.0309,31,"4",15,5,333990.3131,"1","1"
"1109",59342.56984,55,"0",4,8,134892.74,"1","1"
"1110",128661.4259,44,"4",18,4,272432.2631,"1","1"
"1111",73099.17153,39,"0",2,0,229878.5441,"0","0"
"1112",51413.90785,48,"3",1,8,360866.8472,"1","1"
"1113",105163.4276,61,"3",14,2,271808.4495,"1","1"
"1114",51292.94818,24,"4",8,7,390826.9226,"0","0"
"1115",66587.32883,67,"1",20,1,147020.8197,"0","0"
"1116",54886.57953,78,"0",7,2,210380.6469,"0","0"
"1117",115755.6881,46,"1",12,7,360210.5173,"0","0"
"1118",47627.59281,26,"0",9,1,162099.6091,"1","1"
"1119",126480.3768,48,"4",3,2,82154.34858,"1","1"
"1120",54573.61902,77,"2",16,3,384906.0884,"0","0"
"1121",112450.078,35,"2",19,7,126501.0719,"1","1"
"1122",96168.17237,59,"1",9,4,309223.9857,"0","0"
"1123",31949.10785,59,"4",20,2,484373.3046,"1","1"
"1124",105504.9782,60,"1",16,7,426254.8188,"1","1"
"1125",49979.38437,43,"3",5,6,413531.6548,"1","1"
"1126",89593.49893,62,"1",20,3,430817.1992,"1","1"
"1127",39499.89868,48,"0",12,7,285592.8262,"1","1"
"1128",115157.0298,42,"3",18,7,453769.4353,"0","0"
"1129",34458.55188,56,"2",1,3,376817.4062,"1","1"
"1130",63634.84819,51,"0",10,1,332626.281,"1","1"
"1131",117637.9094,41,"2",10,7,354231.1845,"0","0"
"1132",121047.4292,29,"1",9,5,5e+05,"1","1"
"1133",109560.2799,20,"0",20,3,115858.5351,"1","1"
"1134",100693.6339,77,"4",9,8,254806.5269,"1","1"
"1135",50341.84092,76,"2",16,5,336448.9265,"0","0"
"1136",143492.2919,51,"1",16,3,361509.8896,"1","1"
"1137",114048.5738,29,"4",18,5,385415.592,"1","1"
"1138",118148.5091,70,"4",16,8,449115.2394,"1","1"
"1139",114105.0465,42,"1",19,2,61846.80805,"0","0"
"1140",89958.91147,22,"4",9,6,402572.343,"0","0"
"1141",40334.40998,44,"3",19,0,466362.3857,"1","1"
"1142",77840.29282,71,"1",19,1,169689.9654,"1","1"
"1143",40111.67126,25,"3",9,5,4007.912724,"1","1"
"1144",146068.7996,37,"3",13,0,408642.5619,"1","1"
"1145",84057.5474,29,"4",17,5,406036.0507,"0","0"
"1146",39988.27282,21,"2",16,4,87629.69974,"1","1"
"1147",139635.4368,45,"3",6,5,465606.3348,"1","1"
"1148",57739.14054,29,"3",5,0,61524.91596,"0","0"
"1149",91207.49202,76,"4",19,4,116360.8786,"1","1"
"1150",89198.74141,47,"0",16,3,237711.1301,"0","0"
"1151",79031.92176,25,"1",18,0,60165.1501,"0","0"
"1152",94959.57636,23,"2",4,6,154140.8664,"0","0"
"1153",77445.81332,45,"4",11,1,384402.7587,"0","0"
"1154",80120.8033,77,"0",10,4,254765.2396,"1","1"
"1155",28634.75934,68,"1",5,1,370638.1879,"0","0"
"1156",105683.3366,78,"2",2,5,290004.9988,"1","1"
"1157",139551.7022,42,"1",1,4,354996.638,"1","1"
"1158",96468.2424,38,"1",15,8,457204.7674,"0","0"
"1159",74606.81037,78,"4",8,8,427147.2768,"0","0"
"1160",137802.4221,57,"4",19,8,310348.747,"1","1"
"1161",127668.1623,62,"3",10,3,467544.9197,"1","1"
"1162",72882.88357,73,"3",16,2,5e+05,"0","0"
"1163",35300.49719,49,"1",8,0,164883.1302,"1","1"
"1164",120147.9097,35,"2",20,6,196009.0584,"1","1"
"1165",54196.1261,65,"2",12,4,21935.44522,"0","0"
"1166",100576.7902,20,"1",1,1,284422.5701,"1","1"
"1167",140423.3069,64,"4",20,2,379536.7548,"1","1"
"1168",83119.54315,37,"0",14,0,212090.5272,"0","0"
"1169",107705.7223,49,"3",12,2,436288.6524,"0","0"
"1170",28743.87935,46,"3",8,4,296971.551,"1","1"
"1171",113505.0454,64,"0",17,5,433664.2849,"1","1"
"1172",24757.99716,47,"1",4,4,85751.52486,"1","1"
"1173",55823.78033,34,"2",4,1,172300.4779,"0","0"
"1174",150000,80,"3",14,2,450271.2716,"1","1"
"1175",28680.37301,76,"3",19,1,209271.2962,"0","0"
"1176",79313.51933,74,"0",7,6,336988.1646,"1","1"
"1177",119796.7515,39,"3",17,5,47998.83638,"1","1"
"1178",57632.34114,51,"1",11,2,133836.1588,"1","1"
"1179",105486.4651,41,"1",4,2,393598.9769,"0","0"
"1180",101754.1042,67,"2",15,6,317196.6221,"1","1"
"1181",47630.55456,75,"2",7,1,182378.1812,"0","0"
"1182",67548.15393,26,"4",4,4,63743.51975,"0","0"
"1183",108530.0362,39,"0",18,3,457063.7612,"1","1"
"1184",68065.53178,77,"2",8,8,399738.6161,"0","0"
"1185",138506.5409,77,"0",9,1,92764.79099,"1","1"
"1186",138487.6916,23,"3",10,5,295381.4132,"1","1"
"1187",31857.48064,55,"1",18,2,376638.756,"1","1"
"1188",120567.3122,43,"4",14,7,112758.4536,"0","0"
"1189",144520.0967,26,"3",2,4,48978.62161,"1","1"
"1190",150000,59,"4",12,0,215892.7484,"1","1"
"1191",113204.2527,53,"1",18,8,255771.1642,"0","0"
"1192",26974.43636,50,"1",3,6,88804.60415,"1","1"
"1193",26457.81034,30,"2",8,1,214611.0197,"1","1"
"1194",145656.8344,51,"2",20,7,436106.5431,"1","1"
"1195",138398.1268,46,"1",20,5,419740.5909,"1","1"
"1196",104072.3343,60,"3",3,4,50024.42022,"1","1"
"1197",37969.10334,71,"3",13,4,0,"0","0"
"1198",142750.0613,55,"0",7,7,96775.53419,"1","1"
"1199",127334.6931,24,"3",12,3,251846.9624,"1","1"
"1200",40811.27605,25,"4",3,1,364836.9259,"1","1"
"1201",62194.49092,66,"1",10,4,302582.745,"0","0"
"1202",104645.5367,22,"3",10,1,42773.44781,"1","1"
"1203",46467.9239,44,"3",7,8,125878.6932,"1","1"
"1204",28776.12517,68,"1",16,7,334883.6566,"0","0"
"1205",76185.35222,49,"1",19,6,46748.85467,"0","0"
"1206",88632.48987,63,"3",5,4,0,"1","1"
"1207",87547.07447,70,"2",1,6,397976.7149,"1","1"
"1208",56549.46807,76,"0",19,6,218804.3753,"0","0"
"1209",91444.34617,69,"4",7,6,166570.3142,"1","1"
"1210",35443.23994,53,"3",18,7,323692.985,"1","1"
"1211",108805.052,45,"0",4,7,42934.95201,"0","0"
"1212",32354.12861,59,"3",20,1,145849.7846,"1","1"
"1213",47777.40513,22,"1",18,3,422567.4988,"1","1"
"1214",86982.23842,27,"0",17,1,250851.9115,"0","0"
"1215",144415.2812,53,"0",6,7,400137.123,"1","1"
"1216",133150.2895,28,"3",12,5,238504.5011,"1","1"
"1217",142178.55,33,"4",18,8,368512.2431,"1","1"
"1218",20000,59,"2",9,2,342315.6599,"1","1"
"1219",108037.3137,24,"0",16,5,423377.0607,"1","1"
"1220",66428.45116,46,"1",11,7,417253.8151,"1","1"
"1221",131398.9879,62,"1",6,5,166385.7482,"1","1"
"1222",100620.618,79,"3",11,4,283957.8148,"1","1"
"1223",56570.49997,37,"4",4,3,425478.3052,"0","0"
"1224",144711.5565,54,"3",3,0,202458.0817,"1","1"
"1225",122480.6072,58,"1",6,3,413860.9154,"0","0"
"1226",52232.98641,39,"1",10,8,161170.0145,"1","1"
"1227",20000,37,"2",13,1,134166.8624,"1","1"
"1228",102992.3364,61,"3",3,2,425504.1594,"1","1"
"1229",103026.6582,54,"2",4,7,18370.1361,"0","0"
"1230",80846.91846,60,"0",13,7,208157.7725,"1","1"
"1231",30833.12173,35,"2",11,3,457361.4134,"1","1"
"1232",100909.2356,40,"2",16,6,72778.25932,"0","0"
"1233",52879.09355,37,"1",5,2,89050.57354,"0","0"
"1234",116786.1489,20,"3",9,8,68483.1536,"1","1"
"1235",36707.4499,32,"2",17,5,258445.0795,"1","1"
"1236",89528.46798,76,"2",19,6,405765.497,"1","1"
"1237",112110.2832,69,"0",19,1,136062.1845,"1","1"
"1238",54362.63368,65,"4",6,2,6928.218851,"0","0"
"1239",90585.5886,53,"2",13,1,147968.8713,"0","0"
"1240",140937.4666,59,"0",13,5,493318.6732,"1","1"
"1241",89602.55814,58,"2",11,3,459251.7909,"0","0"
"1242",103867.6185,45,"4",5,5,227925.2151,"0","0"
"1243",30424.85732,23,"2",5,0,109949.5756,"1","1"
"1244",20954.99535,46,"2",9,7,214229.2239,"1","1"
"1245",37421.41963,79,"0",18,0,124626.1948,"0","0"
"1246",67088.5411,69,"4",5,8,270015.2608,"0","0"
"1247",36042.8525,68,"4",11,0,411618.3953,"0","0"
"1248",134903.7078,46,"2",11,0,27355.68923,"1","1"
"1249",49219.29642,50,"4",1,8,361909.4851,"1","1"
"1250",133069.3103,62,"3",5,2,484119.5794,"1","1"
"1251",73240.32656,65,"0",13,8,221422.9448,"0","0"
"1252",111667.4441,75,"4",4,7,88010.45955,"1","1"
"1253",144547.8822,73,"2",20,1,183691.0749,"1","1"
"1254",45903.43046,39,"0",12,6,280347.1716,"1","1"
"1255",144763.2044,66,"4",10,4,373430.2903,"1","1"
"1256",120220.8196,20,"2",2,8,359765.1654,"1","1"
"1257",42296.07052,68,"2",6,8,12920.43376,"0","0"
"1258",78376.77056,62,"0",4,1,383043.1229,"1","1"
"1259",62416.47961,51,"2",5,8,493230.0543,"1","1"
"1260",93894.94803,57,"4",16,6,44692.64639,"0","0"
"1261",55926.39154,36,"3",18,3,445621.2399,"0","0"
"1262",128991.4806,61,"0",7,8,287580.7135,"1","1"
"1263",66508.09294,46,"3",12,7,320690.332,"1","1"
"1264",150000,53,"3",14,3,1736.727907,"1","1"
"1265",121780.933,36,"3",16,6,62363.8835,"1","1"
"1266",115484.6025,47,"0",8,7,327755.6253,"0","0"
"1267",140614.0293,58,"2",11,0,40847.3193,"1","1"
"1268",132296.5098,69,"0",14,8,465446.9939,"1","1"
"1269",150000,68,"1",14,2,44002.64849,"1","1"
"1270",101611.36,31,"2",10,7,443922.5918,"1","1"
"1271",127206.7601,28,"4",12,8,175046.8656,"1","1"
"1272",118018.299,50,"3",9,0,468847.5602,"0","0"
"1273",29837.32888,65,"2",4,5,349445.6621,"0","0"
"1274",70974.96653,49,"1",7,4,495855.1477,"1","1"
"1275",102030.7238,39,"3",11,8,72710.96407,"1","1"
"1276",68448.54085,57,"1",18,0,30372.27669,"1","1"
"1277",140619.7153,27,"0",7,4,191054.413,"1","1"
"1278",150000,45,"2",19,1,270319.5645,"1","1"
"1279",48049.04599,60,"2",14,0,208837.6583,"1","1"
"1280",85412.37245,49,"3",7,0,320090.8616,"0","0"
"1281",102341.7288,64,"4",4,3,242855.1822,"1","1"
"1282",54222.42172,76,"3",4,7,151725.5668,"0","0"
"1283",36043.10498,57,"1",1,4,105090.4329,"1","1"
"1284",88856.61436,36,"4",19,1,141639.7981,"0","0"
"1285",47395.99441,24,"2",2,1,470475.7418,"1","1"
"1286",89752.64571,23,"4",15,3,5410.62704,"0","0"
"1287",117479.073,74,"4",10,0,191527.918,"1","1"
"1288",34835.59853,72,"1",19,8,203133.2035,"0","0"
"1289",131165.0107,21,"3",1,6,22255.03095,"1","1"
"1290",44701.46967,25,"0",14,3,307688.3068,"1","1"
"1291",112781.6586,29,"4",7,5,408237.0455,"1","1"
"1292",55651.23245,27,"3",6,7,91112.64808,"0","0"
"1293",72974.33539,43,"2",12,4,97543.8323,"1","1"
"1294",60058.57843,45,"0",14,5,150739.4846,"1","1"
"1295",140971.1379,29,"2",14,0,175866.987,"1","1"
"1296",84808.52841,57,"3",8,8,22501.73343,"0","0"
"1297",30245.56754,37,"3",20,7,486258.0663,"1","1"
"1298",94042.9269,36,"0",19,7,473126.3494,"0","0"
"1299",37674.21438,39,"3",13,0,57535.62764,"1","1"
"1300",101307.6258,60,"4",17,7,374813.9503,"0","0"
"1301",37210.08362,52,"0",3,7,176147.1704,"1","1"
"1302",73977.35355,33,"3",18,5,178738.7772,"0","0"
"1303",150000,65,"4",4,6,297421.3772,"1","1"
"1304",52747.91484,69,"2",8,0,198024.0661,"0","0"
"1305",99377.76183,53,"1",8,3,71704.63306,"0","0"
"1306",80131.50141,66,"0",16,4,111659.7241,"1","1"
"1307",122410.807,35,"4",20,7,129954.3581,"1","1"
"1308",139861.1546,50,"3",5,5,471637.778,"1","1"
"1309",90937.607,38,"1",18,2,439248.3679,"0","0"
"1310",117627.7974,20,"0",7,6,624.208173,"1","1"
"1311",20399.71147,56,"4",18,0,389075.2395,"1","1"
"1312",77131.49214,52,"3",8,8,68088.49551,"0","0"
"1313",35186.61477,30,"1",9,7,150309.2106,"1","1"
"1314",142644.0932,49,"4",13,7,84667.19503,"1","1"
"1315",24675.19909,75,"0",1,4,374936.7412,"1","1"
"1316",128466.4047,67,"0",16,1,299704.9543,"1","1"
"1317",124530.8297,29,"1",4,1,305188.377,"1","1"
"1318",102731.9446,65,"4",5,7,246635.698,"1","1"
"1319",21831.55391,36,"4",5,5,230895.8832,"1","1"
"1320",92939.93173,20,"4",11,5,383760.6407,"0","0"
"1321",59117.3872,69,"2",1,5,228660.3046,"0","0"
"1322",112788.2388,20,"2",2,4,236615.1909,"1","1"
"1323",57406.59927,42,"4",2,5,32839.98341,"1","1"
"1324",30909.17057,61,"1",14,8,346234.6023,"0","0"
"1325",34392.53294,59,"3",4,7,217460.4902,"1","1"
"1326",76917.13397,45,"2",4,4,442471.9002,"0","0"
"1327",59366.1765,32,"0",5,2,177385.5289,"0","0"
"1328",98509.51411,66,"3",16,3,123858.1363,"1","1"
"1329",138867.0697,69,"2",8,1,393344.6564,"1","1"
"1330",119884.3048,36,"3",18,4,459351.9572,"1","1"
"1331",86564.96565,41,"1",2,3,339134.6358,"0","0"
"1332",104788.2909,71,"0",11,1,132059.1689,"1","1"
"1333",51870.02654,33,"3",9,7,375640.538,"0","0"
"1334",132308.4568,77,"0",1,3,302604.1741,"1","1"
"1335",58358.53476,73,"2",12,7,0,"0","0"
"1336",110598.1672,78,"1",18,7,183344.4899,"1","1"
"1337",113863.1594,47,"1",7,2,156663.275,"0","0"
"1338",20000,60,"0",3,1,357598.8577,"1","1"
"1339",109444.7117,55,"0",12,0,5e+05,"0","0"
"1340",143009.3,30,"3",10,8,83186.19474,"1","1"
"1341",48181.09305,24,"1",15,0,402542.7598,"1","1"
"1342",133974.8491,80,"3",3,3,254696.0147,"1","1"
"1343",26123.92054,57,"1",5,6,488722.4893,"1","1"
"1344",76648.37518,65,"4",16,5,390959.4554,"1","1"
"1345",73515.83053,70,"2",6,3,8331.402492,"0","0"
"1346",117868.1074,29,"2",15,3,450255.0319,"1","1"
"1347",72305.12705,63,"2",20,1,301851.0167,"0","0"
"1348",79029.38738,48,"3",2,6,80495.35802,"0","0"
"1349",41845.15376,68,"3",8,7,341962.545,"0","0"
"1350",101892.8153,48,"2",19,1,77329.00924,"0","0"
"1351",64158.15602,27,"1",7,6,111507.6917,"0","0"
"1352",122522.4707,48,"2",1,4,146539.0273,"0","0"
"1353",113120.7936,48,"1",3,4,172508.2104,"0","0"
"1354",123620.2936,61,"2",19,3,349064.5928,"1","1"
"1355",109005.9034,64,"1",9,2,355358.5445,"1","1"
"1356",74249.66384,30,"4",4,0,431996.1134,"0","0"
"1357",46385.06985,61,"3",14,4,299914.7285,"0","0"
"1358",125203.2985,35,"4",8,3,347614.4609,"1","1"
"1359",103195.0654,22,"0",11,5,318552.0069,"1","1"
"1360",41969.82197,60,"1",17,6,455280.7613,"1","1"
"1361",49100.90521,33,"3",19,7,140672.7083,"0","0"
"1362",147610.8672,52,"4",14,1,181011.5612,"1","1"
"1363",27036.64087,30,"2",16,1,406680.822,"1","1"
"1364",69856.0372,25,"0",1,1,184917.7935,"0","0"
"1365",65102.02029,61,"2",18,1,156346.5055,"0","0"
"1366",146275.2414,45,"0",9,7,397648.0524,"1","1"
"1367",73628.76438,24,"3",13,0,457959.5494,"0","0"
"1368",79512.02478,46,"2",1,6,94365.90026,"0","0"
"1369",44220.07076,72,"0",15,3,436158.1891,"0","0"
"1370",141805.3239,66,"4",3,0,259112.9636,"1","1"
"1371",26399.40032,80,"2",13,8,344367.8411,"0","0"
"1372",78718.47939,72,"2",16,4,169849.6181,"1","1"
"1373",84478.90877,61,"0",17,4,339720.9936,"1","1"
"1374",129398.8902,24,"3",16,6,78868.11628,"1","1"
"1375",122388.6897,22,"4",13,6,489684.2453,"1","1"
"1376",113164.6791,56,"4",10,6,268340.4035,"0","0"
"1377",80845.64318,26,"2",10,6,199330.9181,"0","0"
"1378",58009.21181,73,"1",17,3,17628.9155,"0","0"
"1379",111793.8896,29,"1",12,2,114837.1585,"1","1"
"1380",150000,55,"4",18,1,7424.041567,"1","1"
"1381",144899.6334,62,"2",5,7,0,"1","1"
"1382",128532.0928,53,"2",14,3,355399.4803,"1","1"
"1383",111601.6807,20,"0",8,0,97758.74551,"1","1"
"1384",95646.47355,64,"3",9,4,211320.439,"1","1"
"1385",56325.28506,57,"0",2,0,42026.35412,"1","1"
"1386",117415.4966,22,"0",1,0,445338.7558,"1","1"
"1387",133371.9518,70,"3",14,5,351532.3123,"1","1"
"1388",37999.15987,70,"2",2,0,413118.5965,"0","0"
"1389",62822.01775,43,"1",8,5,359376.4828,"1","1"
"1390",140519.6775,29,"2",16,4,146019.0537,"1","1"
"1391",81201.78487,60,"3",13,4,285792.2353,"1","1"
"1392",133132.4665,76,"4",7,5,74937.43292,"1","1"
"1393",28369.13384,35,"3",17,6,77986.63121,"1","1"
"1394",143733.5955,38,"4",17,6,131636.1898,"1","1"
"1395",95886.26862,65,"4",11,3,78256.78861,"1","1"
"1396",60639.83082,44,"2",7,1,5e+05,"1","1"
"1397",136626.0997,55,"1",3,4,98864.71088,"1","1"
"1398",115367.0629,62,"3",11,3,5e+05,"1","1"
"1399",33194.97254,39,"0",1,8,75080.49109,"1","1"
"1400",75329.31647,24,"2",1,7,69516.73389,"0","0"
"1401",24765.04104,73,"0",15,2,423582.8124,"1","1"
"1402",46564.8053,29,"0",6,3,356548.0923,"1","1"
"1403",120527.6111,79,"2",12,0,453322.7224,"1","1"
"1404",86649.07953,43,"3",16,5,246104.5445,"0","0"
"1405",68007.1867,63,"2",4,0,415722.4875,"0","0"
"1406",123874.6042,58,"2",13,4,146040.4274,"1","1"
"1407",142039.7952,57,"2",15,8,191054.3731,"1","1"
"1408",105299.5393,35,"3",2,7,286947.0605,"1","1"
"1409",68944.05944,50,"0",12,2,286196.8039,"1","1"
"1410",102372.0626,75,"0",3,8,114078.2733,"1","1"
"1411",120119.7834,75,"2",11,1,173546.4189,"1","1"
"1412",57542.60758,44,"0",12,4,209348.1713,"1","1"
"1413",42459.72784,29,"3",14,2,348245.427,"1","1"
"1414",122953.9693,48,"0",7,4,135946.9686,"0","0"
"1415",55000.01284,60,"3",9,4,391059.2131,"0","0"
"1416",68578.06523,58,"0",4,0,435869.0695,"1","1"
"1417",44324.38618,73,"3",6,5,252224.1968,"0","0"
"1418",45968.13742,41,"0",7,0,428620.7677,"1","1"
"1419",104414.6495,62,"4",14,3,357367.8596,"1","1"
"1420",129710.7481,34,"3",6,8,340858.0265,"1","1"
"1421",31159.29709,69,"1",17,0,469920.7882,"0","0"
"1422",137559.4902,66,"0",19,0,385552.3023,"1","1"
"1423",58794.73698,57,"3",5,0,423394.0303,"1","1"
"1424",76880.15246,23,"3",3,4,391684.7237,"0","0"
"1425",26919.4248,25,"3",5,8,477970.0193,"1","1"
"1426",68636.06575,22,"3",19,2,172565.2298,"0","0"
"1427",136721.6013,31,"3",14,1,364228.8522,"1","1"
"1428",87655.40042,37,"3",16,2,330173.5237,"0","0"
"1429",108720.1916,66,"0",20,0,73808.67867,"1","1"
"1430",129138.4007,52,"1",8,2,460206.0257,"1","1"
"1431",56339.09451,61,"2",20,1,330744.5461,"0","0"
"1432",41133.34614,34,"2",19,1,116266.8883,"1","1"
"1433",66937.07892,75,"3",11,6,433176.1798,"0","0"
"1434",39132.7146,66,"1",15,7,13342.83372,"0","0"
"1435",53714.80753,40,"4",11,1,198303.3716,"1","1"
"1436",74077.66155,20,"0",4,8,121451.8547,"0","0"
"1437",142423.8794,58,"1",8,8,395479.9691,"1","1"
"1438",108387.5362,69,"3",16,4,164808.9908,"1","1"
"1439",25737.44327,32,"1",10,7,192276.0659,"1","1"
"1440",60218.56285,37,"1",1,3,106638.8584,"0","0"
"1441",89117.66819,55,"3",3,4,102582.3912,"0","0"
"1442",142806.1374,60,"3",10,8,105109.2318,"1","1"
"1443",115698.2495,44,"0",19,5,5e+05,"0","0"
"1444",76075.83157,30,"1",3,6,232291.0865,"0","0"
"1445",134219.042,58,"4",13,3,215949.1754,"1","1"
"1446",83243.89779,54,"2",7,3,85809.6741,"0","0"
"1447",85036.59856,30,"2",4,7,442368.4427,"0","0"
"1448",104739.1404,26,"4",19,8,376701.1556,"1","1"
"1449",79744.02484,58,"3",9,0,192048.7993,"0","0"
"1450",123637.1873,32,"2",19,5,460607.0784,"1","1"
"1451",88336.39321,34,"2",3,2,428489.5759,"0","0"
"1452",46886.80026,56,"1",1,4,248856.9534,"1","1"
"1453",96791.71488,28,"2",3,3,128953.5316,"0","0"
"1454",44329.72567,52,"4",14,1,232729.2745,"1","1"
"1455",39704.08679,32,"2",17,4,243269.2317,"1","1"
"1456",106058.4994,33,"2",2,5,413461.7343,"1","1"
"1457",149345.8809,53,"4",2,3,237278.4077,"1","1"
"1458",66148.14019,42,"2",6,7,36336.13063,"1","1"
"1459",48517.17389,68,"1",3,1,453623.4027,"0","0"
"1460",27793.82463,22,"0",14,6,173574.3674,"1","1"
"1461",140671.1828,80,"3",19,0,324738.5456,"1","1"
"1462",43571.11625,37,"2",16,8,9238.756652,"1","1"
"1463",36267.42624,39,"2",19,4,295520.0315,"1","1"
"1464",86272.56129,38,"4",1,5,311316.1879,"0","0"
"1465",112996.3016,73,"0",5,4,424671.2909,"1","1"
"1466",101583.9704,76,"2",9,3,412366.3053,"1","1"
"1467",42510.26077,46,"0",6,0,35080.81408,"1","1"
"1468",132387.6369,74,"0",3,8,385666.3928,"1","1"
"1469",29828.07722,22,"3",7,8,199019.7842,"1","1"
"1470",92961.21901,63,"3",5,2,0,"1","1"
